ORF,GENE,s coeff nominal,s coeff nacl,DIFF,Name,Function
YDL029W,ARP2,-0.001541389,0.000435072,0.00197646,Actin-Related Protein,"Essential component of the Arp2/3 complex, which is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity"
YNL189W,SRP1,-0.001538973,-0.001497791,4.12E-05,Suppressor of rpb1,"Karyopherin alpha homolog, forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; may also play a role in regulation of protein degradation"
YJR076C,CDC11,-0.001522853,-0.003980132,0.002457279,Cell Division Cycle,Component of the septin ring that is required for cytokinesis; septins are GTP-binding proteins that assemble into rod-like hetero-oligomers that can associate with other rods to form filaments; septin rings at the mother-bud neck act as scaffolds for recruiting cell division factors and as barriers to prevent diffusion of specific proteins between mother and daughter cells
YIL142W,CCT2,-0.001514228,0,0.001514228,Chaperonin Containing TCP-1,"Subunit beta of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo"
YNL149C,PGA2,-0.001476428,0.003283909,0.004760337,Processing of Gas1p and ALP,Essential protein required for maturation of Gas1p and Pho8p; involved in protein trafficking; GFP-fusion protein localizes to the ER and YFP-fusion protein to the nuclear envelope-ER network; null mutants have a cell separation defect
YIL063C,YRB2,-0.001464237,-0.00303136,0.001567123,Yeast Ran Binder,"Protein of unknown function involved in nuclear processes of the Ran-GTPase cycle; involved in nuclear protein export; contains Ran Binding Domain and FxFG repeats; interacts with Srm1p, GTP-Gsp1p, Rna1p and Crm1p; is not essential"
YGR002C,SWC4,-0.001461786,-0.001532508,7.07E-05,SWr Complex,Component of the Swr1p complex that incorporates Htz1p into chromatin; component of the NuA4 histone acetyltransferase complex
YDL150W,RPC53,-0.001460708,0.000686098,0.002146806,RNA Polymerase C,RNA polymerase III subunit C53
YKL180W,RPL17A,-0.001445406,0.001177285,0.002622691,Ribosomal Protein of the Large subunit,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl17Bp and has similarity to E. coli L22 and rat L17 ribosomal proteins; copurifies with the Dam1 complex (aka DASH complex)"
YGL065C,ALG2,-0.001435363,0.000613317,0.002048679,Asparagine-Linked Glycosylation,Mannosyltransferase that catalyzes two consecutive steps in the N-linked glycosylation pathway; alg2 mutants exhibit temperature-sensitive growth and abnormal accumulation of the lipid-linked oligosaccharide Man2GlcNAc2-PP-Dol
YMR047C,NUP116,-0.001419818,-0.011742076,0.010322257,NUclear Pore,"FG-nucleoporin component of central core of the nuclear pore complex (NPC); contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p)"
YML077W,BET5,-0.001409674,0.006823745,0.008233419,Blocked Early in Transport,"Component of the TRAPP (transport protein particle) complex, which plays an essential role in the vesicular transport from endoplasmic reticulum to Golgi"
YBR211C,AME1,-0.00137888,-0.002635156,0.001256276,Associated with Microtubules and Essential,"Essential kinetochore protein associated with microtubules and spindle pole bodies; component of the kinetochore sub-complex COMA (Ctf19p, Okp1p, Mcm21p, Ame1p); involved in spindle checkpoint maintenance"
YDL153C,SAS10,-0.001372748,-0.001414675,4.19E-05,Something About Silencing,Essential subunit of U3-containing Small Subunit (SSU) processome complex involved in production of 18S rRNA and assembly of small ribosomal subunit; disrupts silencing when overproduced; mutant has increased aneuploidy tolerance
YBR087W,RFC5,-0.001367312,0.00082226,0.002189572,Replication Factor C,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon"
YDL212W,SHR3,-0.001359976,0.002064246,0.003424222,Super high Histidine Resistant,"Endoplasmic reticulum packaging chaperone, required for incorporation of amino acid permeases into COPII coated vesicles for transport to the cell surface"
YDR325W,YCG1,-0.001353134,-0.003824016,0.002470882,Yeast Cap G,"Subunit of the condensin complex; required for establishment and maintenance of chromosome condensation, chromosome segregation and chromatin binding of the condensin complex; required for clustering of tRNA genes at the nucleolus"
YOR176W,HEM15,-0.001338729,0.004287936,0.005626665,HEMe biosynthesis,"Ferrochelatase, a mitochondrial inner membrane protein, catalyzes the insertion of ferrous iron into protoporphyrin IX, the eighth and final step in the heme biosynthetic pathway"
YBL018C,POP8,-0.001309747,0.003014598,0.004324345,Processing Of Precursor RNAs,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs"
YDR397C,NCB2,-0.00127636,0.006449426,0.007725786,Negative Cofactor B,Subunit of a heterodimeric NC2 transcription regulator complex with Bur6p; complex binds to TBP and can repress transcription by preventing preinitiation complex assembly or stimulate activated transcription; homologous to human NC2beta
YNL272C,SEC2,-0.001237257,-0.003393673,0.002156417,SECretory,"Guanyl-nucleotide exchange factor for the small G-protein Sec4p; essential for post-Golgi vesicle transport and for autophagy; associates with the exocyst, via exocyst subunit Sec15p, on secretory vesicles"
YER003C,PMI40,-0.001231889,0.002387394,0.003619283,PhosphoMannose Isomerase,"Mannose-6-phosphate isomerase, catalyzes the interconversion of fructose-6-P and mannose-6-P; required for early steps in protein mannosylation"
YFR050C,PRE4,-0.001151224,0.004780121,0.005931345,PRoteinase yscE,Beta 7 subunit of the 20S proteasome
YLR167W,RPS31,-0.001141422,-0.001125038,1.64E-05,Ribosomal Protein of the Small subunit,Fusion protein that is cleaved to yield a ribosomal protein of the small (40S) subunit and ubiquitin; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; interacts genetically with translation factor eIF2B
YNL131W,TOM22,-0.001139358,0.002354019,0.003493377,Translocase of the Outer Mitochondrial membrane,Component of the TOM (translocase of outer mitochondrial membrane) complex responsible for initial import of mitochondrially directed proteins; acts as a receptor for precursor proteins and mediates interaction between TOM and TIM complexes
YPR162C,ORC4,-0.001136771,0.000179024,0.001315795,Origin Recognition Complex,"Subunit of the origin recognition complex, which directs DNA replication by binding to replication origins and is also involved in transcriptional silencing"
YJL069C,UTP18,-0.00113133,0.000667742,0.001799071,U Three Protein,"Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data"
YHR143W-A,RPC10,-0.001065596,0.000770526,0.001836122,RNA Polymerase C,"RNA polymerase subunit ABC10-alpha, found in RNA polymerase complexes I, II, and III"
YCL043C,PDI1,-0.001061152,-0.00147277,0.000411618,Protein Disulfide Isomerase,"Protein disulfide isomerase; multifunctional protein of ER lumen, essential for formation of disulfide bonds in secretory and cell-surface proteins, unscrambles non-native disulfide bonds; key regulator of Ero1p; forms complex with Mnl1p that has exomannosidase activity, processing unfolded protein-bound Man8GlcNAc2 oligosaccharides to Man7GlcNAc2, promoting degradation in unfolded protein response; PDI1 has a paralog, EUG1, that arose from the whole genome duplication"
YKL022C,CDC16,-0.00104138,-0.001495035,0.000453655,Cell Division Cycle,"Subunit of the anaphase-promoting complex/cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; required for sporulation"
YJR123W,RPS5,-0.001034543,0.003888086,0.004922629,Ribosomal Protein of the Small subunit,"Protein component of the small (40S) ribosomal subunit, the least basic of the non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; has similarity to E. coli S7 and rat S5 ribosomal proteins"
YNR026C,SEC12,-0.001025294,0.00087921,0.001904504,SECretory,"Guanine nucleotide exchange factor (GEF), activates Sar1p by catalyzing the exchange of GDP for GTP; required for the initiation of COPII vesicle formation in ER to Golgi transport; glycosylated integral membrane protein of the ER"
YPR105C,COG4,-0.001022879,0.001323575,0.002346454,Conserved Oligomeric Golgi complex,"Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"
YGL008C,PMA1,-0.001004574,-0.006195815,0.005191241,Plasma Membrane ATPase,"Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; P2-type ATPase; Hsp30p plays a role in Pma1p regulation; interactions with Std1p appear to propagate [GAR+]"
YGR113W,DAM1,-0.000999139,0.000922017,0.001921157,Duo1 And Mps1 interacting,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; Ipl1p target for regulating kinetochore-MT attachments"
YHR085W,IPI1,-0.000973341,-0.002556886,0.001583545,Involved in Processing ITS2,Essential component of the Rix1 complex (with Rix1p and Ipi3p) that is required for processing of ITS2 sequences from 35S pre-rRNA; Rix1 complex associates with Mdn1p in pre-60S ribosomal particles
YDR236C,FMN1,-0.000951684,-0.001396613,0.000444929,FMN biosynthesis,"Riboflavin kinase, produces riboflavin monophosphate (FMN); FMN is a necessary cofactor for many enzymes; predominantly localizes to the microsomal fraction and also found in the mitochondrial inner membrane"
YDL205C,HEM3,-0.000947716,0.004840645,0.005788361,HEMe biosynthesis,"Porphobilinogen deaminase, catalyzes the conversion of 4-porphobilinogen to hydroxymethylbilane, the third step in heme biosynthesis; localizes to the cytoplasm and nucleus; expression is regulated by Hap2p-Hap3p, but not by levels of heme"
YNL062C,GCD10,-0.000915281,-0.00037295,0.000542331,General Control Derepressed,"Subunit of tRNA (1-methyladenosine) methyltransferase with Gcd14p, required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression"
YPL010W,RET3,-0.000910437,-0.004810329,0.003899892,RETrieval from ER,"Zeta subunit of the coatomer complex (COPI), which coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER"
YLR359W,ADE13,-0.000908538,-0.000368121,0.000540418,ADEnine requiring,"Adenylosuccinate lyase, catalyzes two steps in the 'de novo' purine nucleotide biosynthetic pathway; expression is repressed by adenine and activated by Bas1p and Pho2p; mutations in human ortholog ADSL cause adenylosuccinase deficiency"
YKL112W,ABF1,-0.000896954,-0.000794814,0.00010214,ARS-Binding Factor 1,"DNA binding protein with possible chromatin-reorganizing activity involved in transcriptional activation, gene silencing, and DNA replication and repair"
YHR068W,DYS1,-0.000893606,0.003380745,0.004274351,DeoxyhYpusine Synthase,"Deoxyhypusine synthase, catalyzes formation of deoxyhypusine, the first step in hypusine biosynthesis; triggers posttranslational hypusination of translation elongation factor eIF-5A and regulates its intracellular levels; tetrameric"
YLR026C,SED5,-0.000886794,-0.013196826,0.012310031,Suppressor of Erd2 Deletion,"cis-Golgi t-SNARE syntaxin required for vesicular transport between the ER and the Golgi complex, binds at least 9 SNARE proteins"
YLR129W,DIP2,-0.000863109,0.007268097,0.008131206,DOM34 Interacting Protein,"Nucleolar protein, specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex"
YER036C,ARB1,-0.000842113,0.003885621,0.004727734,ATP-binding cassette protein involved in Ribosome Biogenesis,"ATPase of the ATP-binding cassette (ABC) family involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p; shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p"
YBR011C,IPP1,-0.000823325,-0.000244999,0.000578326,Inorganic PyroPhosphatase,"Cytoplasmic inorganic pyrophosphatase (PPase), homodimer that catalyzes the rapid exchange of oxygens from Pi with water, highly expressed and essential for viability, active-site residues show identity to those from E. coli PPase"
YPL204W,HRR25,-0.000796818,-0.002028115,0.001231297,0,"Protein kinase involved in regulating diverse events including vesicular trafficking, DNA repair, and chromosome segregation; binds the CTD of RNA pol II; homolog of mammalian casein kinase 1delta (CK1delta)"
YLL018C,DPS1,-0.000767681,-0.007940063,0.007172382,0,"Aspartyl-tRNA synthetase, primarily cytoplasmic; homodimeric enzyme that catalyzes the specific aspartylation of tRNA(Asp); class II aminoacyl tRNA synthetase; binding to its own mRNA may confer autoregulation"
